,rep1_cond1,rep2_cond1,rep1_cond2,rep2_cond2
yecC,143.9023328,120.5594169,258.4752237,221.8612357
yecD,76.32857583,86.28575318,80.29020574,72.95103183
yecE,26.22277272,37.16924753,33.42167766,26.9357656
yecF,92.55844142,108.720049,68.51092113,63.32149563
yecG,55.3712267,62.08953848,51.04401679,46.06628094
yecH,250.8297607,242.3551093,41.41869356,46.91663235
yecI,87.80655715,80.89289361,38.58884493,48.78600254
yecJ,52.94218887,86.28575318,104.0469597,96.66011718
yecM,66.5722917,69.98733314,69.6187227,71.7351813
yecN,106.0017662,100.2091361,100.4089541,108.5146599
yecO,143.8936203,125.6710244,90.42790973,87.40886738
yecP,78.67199701,76.61855306,55.13599572,54.13912224
yecR,33.14267108,33.55557068,9.337547662,29.07909186
yecS,100.1981446,98.31932683,199.6237287,183.7679019
yecT,9.981618731,7.7815986,8.838344851,11.27831903
yedA,8.832811363,7.082739349,9.854610562,4.990135728
yedD,146.1945491,194.3305224,159.3762793,185.9458366
yedE,117.6407429,125.7582656,17.20179356,33.53569822
yedF,94.5609077,125.4462104,24.62649933,28.4789605
yedI,41.11818017,36.71374204,43.94140076,40.80251339
yedJ,165.0380345,160.1121411,205.541043,187.8646292
yedK,8.268778925,15.43857198,16.15078712,15.80060465
yedL,16.27003853,14.72250664,16.20731487,11.48978751
yedM,2.781203168,3.097437294,5.746183176,5.892198725
yedO,226.1650746,178.4462811,422.9994236,330.8406901
yedP,86.53427356,71.94709126,108.4018663,109.2656264
yedQ,30.14036637,30.14656226,36.63246258,31.18172423
yedR,142.251703,108.4229997,176.3418837,141.2678793
yedV,15.5636866,14.80000667,20.35355706,14.71098622
yedW,33.89591361,28.31251276,43.30525931,33.16992229
yedX,5.501945397,3.939132211,10.78747742,7.770870782
yedY,17.48422051,18.93135182,25.08594894,30.63943337
yedZ,12.27927436,11.11132576,16.535765,14.45256291
yeeA,26.73264121,33.36545413,33.05741277,28.64309635
yeeD,322.5463779,457.7686274,471.3706391,706.5211445
yeeE,112.4614561,129.8686138,158.485127,215.2572089
yeeF,18.67642392,15.60000703,47.27961692,39.90566377
yeeI,74.21421085,89.23763421,67.15813012,75.15876043
yeeJ,9.756526484,10.94240358,10.24110862,9.283696555
yeeN,330.8468086,273.6955209,185.4560871,163.7735403
yeeO,18.60564017,16.20219709,25.93871426,25.16011864
yeeR,26.32074074,30.85011175,22.46023486,21.13581265
yeeS,26.9347394,25.53826655,14.18089693,16.45070248
yeeT,27.8496155,17.14054827,11.03200612,17.59697187
yeeU,11.46398379,13.25854256,10.541343,6.227527108
yeeV,5.20641233,2.899201307,5.762600843,7.966252676
yeeW,10.0123314,16.72616139,12.55951466,11.78439745
yeeX,2036.219974,1628.055279,814.1856494,764.8252497
yeeY,26.94178424,34.48646716,33.61517158,28.90978794
yeeZ,277.6753243,260.2692082,214.4386011,196.9279945
yefM,290.5364023,217.8715268,147.4951406,151.3733911
yegD,9.620126257,11.65144649,12.2449944,11.37939044
yegE,16.08370295,15.07270119,29.35140272,29.29584158
yegH,77.85788641,74.12730614,63.02844672,65.2828836
yegI,6.183784547,5.583977864,7.325340054,6.72745648
yegJ,5.634645379,8.236367349,6.236580999,8.455687781
yegL,0.986062941,4.118183675,7.639811723,6.267156826
yegP,352.7617964,383.6217946,472.4294385,454.0708819
yegQ,115.1565135,118.5383794,260.2055447,229.1208729
yegR,5.116364318,3.418869466,7.701589177,3.613140728
yegS,32.90163347,29.59601334,51.2231186,63.06616702
yegU,13.27505631,10.81791532,10.17772786,8.688794538
yegV,12.46359059,13.50559615,10.14122302,11.89418997
yegW,32.23514997,30.5638692,30.85730036,28.30148464
yegX,30.59323485,28.54067221,27.61685996,23.28821401
yehD,18.5772079,19.02100305,2.122504914,0.846393187
yehE,81.92714438,82.88939907,115.4563644,122.2317821
yehI,4.388835057,7.032538265,7.296439272,5.502953557
yehQ,4.232855553,8.249759817,7.105646026,6.601178734
yehR,8.451968068,3.529871721,7.172068148,3.979147191
yehS,48.36104871,51.93632915,44.65709783,44.88579411
yehT,29.37645846,23.40501055,17.80803733,12.44726981
yehU,13.31711339,14.50890334,11.02276852,7.496302648
yehW,12.00248744,25.24919171,37.00030596,34.21821964
yehX,17.55128213,14.07379275,25.79805124,22.06237516
yehY,16.57914116,21.12436185,41.05479875,40.87903675
yehZ,62.74067146,58.62355584,137.1599438,138.4281589
yeiA,17.11250007,12.75437468,6.294102862,8.924106807
yeiB,17.42214834,17.83835001,62.07983205,62.31076476
yeiE,27.67013356,29.58368681,20.90739535,14.32966697
yeiG,219.6552394,185.0968576,186.7509532,195.7519354
yeiH,16.11508578,18.12000817,12.76004472,11.59921406
yeiI,43.32700803,36.93885963,53.84248262,43.68018394
yeiM,6.502813162,7.38705369,7.024753226,5.694379104
yeiP,78.36877198,93.92046119,69.64399797,62.9632335
yeiR,36.59522344,29.19028672,43.93472274,40.74392735
yeiS,21.69338471,31.7100143,21.00948224,10.53230522
yeiT,27.31370472,21.93705589,5.813761948,6.30593665
yeiU,15.49527479,15.9882425,21.99311946,17.05766774
yeiW,28.07379198,38.371782,29.37796508,22.52899513
yejA,22.23123722,23.66083711,20.31991482,20.51069507
yejB,7.429241339,13.40384166,10.65686457,10.07323837
yejE,15.22342787,12.71579521,10.10982604,12.76643057
yejF,35.20058651,38.63322496,34.43063397,38.44381734
yejG,46.21634134,23.63479326,306.9211318,317.0515279
yejH,19.40209024,19.44736822,19.71588306,14.48457029
yejK,97.4911039,104.6214757,98.1871721,96.66011718
yejL,359.6534833,340.942259,345.6296777,299.339201
yejM,70.03230668,70.38095166,76.32746431,80.90480702
yejO,16.97630464,14.28817848,19.62175914,12.99521965
yfaA,5.77976502,6.115100448,6.226611331,5.986390179
yfaD,37.24031042,42.88401933,34.25546056,25.02220392
yfaE,85.49745738,68.21650134,107.3425647,102.7322178
yfaH,4.715953198,13.1304407,6.263696568,8.88099518
yfaL,20.02866454,20.2781866,13.74241341,14.81763165
yfaO,14.51317991,21.69296753,25.02537925,22.65591904
yfaP,9.213406633,6.296527935,4.820708556,7.689433085
yfaQ,7.099653177,6.259639186,5.238728039,5.710076219
yfaU,13.35600178,16.22687299,16.12668146,12.29007122
yfaY,77.36044921,85.40352977,82.87031968,83.09322641
yfaZ,14.98161927,19.02100305,17.24535243,13.54229099
yfbB,31.29678031,30.08064597,18.98089869,21.49604515
yfbE,33.15828233,21.59379212,34.95878318,34.52889512
yfbF,21.82770907,8.97585544,24.0851738,21.34325854
yfbG,25.43475514,18.36672538,29.13266437,27.23247671
yfbH,17.89521634,15.25253213,18.43256162,16.50609205
yfbJ,36.15564118,30.90233951,23.82470633,20.18877393
yfbK,5.084387041,5.662502553,5.25237056,5.585313375
yfbM,20.01472994,15.10000681,6.288552507,3.191607643
yfbO,10.23272864,9.116985242,8.154623834,5.299273067
yfbP,6.492738381,8.294369936,11.66723762,13.21595277
yfbQ,93.77312848,110.6837937,46.72059386,49.99661233
yfbR,49.89478483,49.83002246,61.46774232,50.17207214
yfbS,32.48681998,34.99445113,17.99830323,15.79610722
yfbT,461.8591583,359.8950931,236.7888979,230.8547169
yfbU,646.8572895,553.4838859,296.8612555,263.2205867
yfbV,112.0349144,147.8211193,131.7436706,156.2207951
yfbW,15.49527479,12.94286298,15.00677303,17.78181401
yfcA,77.53376387,71.13780985,64.91818851,57.87448525
yfcC,72.52522107,61.47221706,8.335122849,5.438952669
yfcD,271.4669412,254.2807776,257.0884078,237.8364856
yfcE,196.4130778,172.3849426,207.401715,210.749616
yfcF,33.29682304,29.49768772,52.71216275,40.61506284
yfcG,20.58862901,19.29445314,45.79844806,40.78165321
yfcH,108.8309065,113.7060915,170.3319097,183.7851918
yfcI,32.86876471,22.57374755,32.17613826,25.27495345
yfcJ,12.695874,10.60458493,16.00722456,12.86388424
yfcL,74.64390437,101.3161747,150.2613661,150.7262448
yfcM,151.1424344,133.6721914,119.1357369,99.20144411
yfcN,161.521397,132.9457121,123.9689946,117.8119517
yfcO,63.33834951,74.72850084,59.41367657,66.81409284
yfcP,4.820752157,6.040002723,7.203251053,8.085406028
yfcR,3.805856966,5.298248003,7.301541029,4.927394255
yfcU,11.61476556,10.95337281,9.620922535,9.789801681
yfcX,5.916377648,7.349373943,29.82045191,25.92567439
yfcY,3.474912882,4.561100454,22.96688742,17.87884556
yfcZ,358.5117262,459.6759967,109.6916125,178.1924941
yfdC,15.69457093,19.80965523,27.94830527,20.44270876
yfdE,4.543117216,1.897383054,7.291248885,7.41923452
yfdG,65.43872247,76.37358815,60.72162045,70.90116813
yfdH,101.4006745,54.89122996,85.71946965,73.10548842
yfdI,8.55032055,8.978382426,11.46463381,5.693137957
yfdK,12.54379388,9.861228935,12.41376599,10.94265478
yfdQ,13.80488118,9.883640819,7.334219254,8.356209101
yfdT,6.380407267,7.105885556,4.708007224,3.754832521
yfdY,68.2939889,67.11114137,63.43603808,52.95704533
yfdZ,47.2737197,45.19033514,59.18409663,50.07655575
yfeA,32.83724672,33.50960415,28.94457044,34.83661602
yfeC,62.25058221,55.14785095,31.73606261,35.96803048
yfeD,43.0555727,60.86109614,36.29118851,40.34581875
yfeG,18.23233188,18.58462376,22.43747717,25.09640198
yfeH,18.24068384,29.38379703,31.14919374,26.9130158
yfeK,26.03206165,15.94560719,19.20866948,21.44760336
yfeN,7.656488721,8.527062668,11.29921734,10.51353106
yfeO,19.41532044,22.4878383,22.57820935,26.32505015
yfeR,18.25333341,21.69709716,20.35870309,17.60032176
yfeS,63.75198772,63.60492663,81.14682819,90.98035827
yfeT,9.481374436,10.13706751,10.7461088,8.302643658
yfeU,9.794672026,9.696325441,13.49103876,9.222571917
yfeW,11.47006548,14.99586883,9.71472939,8.100080086
yfeX,398.0736094,352.1321587,156.0704395,152.9418382
yfeY,162.7003853,128.3500579,153.8194235,160.777235
yfeZ,54.23346177,42.28001906,56.34543046,41.87389227
yffB,57.42366541,42.63531334,82.72641266,63.72487193
yffH,63.27237207,59.4562768,46.2708835,44.682507
yffI,20.13457862,28.21079116,35.94436653,30.27249405
yfgA,244.8528481,222.4793902,227.0373803,210.986039
yfgB,58.0368474,55.06599885,73.59165578,72.22152152
yfgC,122.025289,115.4779209,101.0620059,105.1660879
yfgD,329.9202258,270.2901218,410.9854907,382.3545956
yfgF,9.280592389,8.236367349,9.052213891,6.451484968
yfgG,250.8297607,280.2938764,243.1097231,269.2918949
yfgH,5.015811493,4.189597264,9.160203652,4.87043016
yfgI,6.628534217,5.033335602,12.2722055,6.383215285
yfgJ,100.9344983,113.2500511,105.380895,107.4507906
yfgL,296.145061,302.922274,305.3591922,315.1651639
yfgM,309.6809266,306.3769497,309.704997,287.5222189
yfgO,42.28371596,37.87798318,38.52586251,42.84327548
yfhA,52.40536755,46.8269874,43.9209465,40.79520061
yfhB,72.65237332,96.58306241,84.94399827,96.47085743
yfhD,15.36423653,17.23890841,19.3914158,18.4613922
yfhG,64.71555943,61.66893536,49.83761933,47.31088976
yfhH,57.49130223,48.66150604,25.45318393,23.81864078
yfhJ,252.5498518,224.471743,1156.820617,1124.97024
yfhK,40.56116048,45.30002042,41.76674981,39.26482008
yfhL,67.32429737,74.97934415,55.74929934,40.50040043
yfhM,53.38094061,49.73690271,40.821326,41.30951416
yfhQ,248.1125984,295.6422385,230.5818016,235.9980647
yfhR,6.27189694,4.930614468,7.023578125,6.252945586
yfiA,846.803175,872.621446,1929.713045,2003.657682
yfiB,73.43412836,59.64971633,42.95106218,49.00406269
yfiC,56.43807404,42.72197048,44.50789269,41.10167891
yfiD,1292.281706,1988.954022,2307.666522,2748.572607
yfiE,16.23314502,16.64082383,21.39741243,16.15344276
yfiF,108.1534353,105.2636313,119.6378113,106.485314
yfiH,86.68463152,63.86560256,93.09119531,93.55072894
yfiK,9.961248081,13.86735319,17.64061482,18.75883676
yfiL,56.01160806,43.07215056,47.62805341,39.55500619
yfiM,46.48582438,51.77145191,278.1035388,349.3232101
yfiN,23.86802719,20.37947129,19.02080963,18.35369481
yfiO,560.4124383,500.1416889,476.5077458,488.2381252
yfiP,29.32796645,27.21889639,25.55659887,27.61493995
yfiQ,35.82954746,37.17972364,36.38169641,33.67919677
yfiR,65.83252585,47.13296922,39.97179775,41.62003955
yfjB,99.95245514,75.44849818,85.22617856,77.90572649
yfjD,41.32073278,48.59250311,39.71717373,41.46690231
yfjF,106.2304921,95.27014604,100.9940354,97.91983861
yfjG,128.9323808,131.0566629,150.1054832,139.7081081
yfjH,24.48156268,18.74483604,17.01081231,15.36774088
yfjK,48.14148387,47.40988439,27.23420946,28.12112378
yfjL,77.07389929,63.87386924,43.29969093,36.66499912
yfjM,14.79094412,20.59091837,9.822615073,12.18613827
yfjN,365.6971417,307.2303061,197.3181061,206.2598727
yfjO,184.5687167,146.1290981,105.3378649,127.2524854
yfjP,4.142833885,5.662502553,7.003160746,6.383215285
yfjR,6.953007919,4.646155941,6.36184566,4.582821231
yfjS,3.664423093,2.448649753,6.813886132,5.175579961
yfjT,13.90601584,22.06924072,18.77770574,15.71252993
yfjU,52.68393429,31.06287115,44.82022878,44.50012942
yfjV,4.85672792,5.408957662,2.150224195,10.28936195
yfjW,13.36740255,15.95071142,9.638152818,4.585126473
yfjX,4.962538986,9.474514075,9.729881597,9.01159805
yfjZ,4.093091454,6.837738932,5.889450547,5.781025164
ygaC,78.28482308,91.38786729,102.7246237,93.25044939
ygaD,96.0520347,89.50847409,96.04334738,83.52014217
ygaF,15.8982252,10.2808557,28.8357095,25.35177702
ygaH,124.930653,129.4286298,88.32557839,86.17340635
ygaM,389.1488748,402.1370234,628.9154282,542.2373406
ygaP,28.51130562,37.27544538,33.4779668,28.45090242
ygaT,9.981618731,8.893255543,32.99648744,26.55104272
ygaU,570.5360178,504.9442276,901.8470319,851.2655905
ygaV,16.27003853,16.30800735,15.36693558,22.97957503
ygaW,407.8356325,488.03222,592.5874533,641.8961291
ygaX,12.18729478,14.25169182,15.10794228,12.90987361
ygaZ,143.2997974,133.3220113,111.4649418,119.8798968
ygbA,13.78816825,16.89153304,14.65068011,11.03538914
ygbE,86.37180949,105.7000477,204.0921132,167.3820897
ygbF,7.99229963,11.44421569,13.14277385,12.09451317
ygbI,31.80609036,30.65414916,24.73296728,31.96407053
ygbJ,4.65369639,4.784160573,6.973444364,7.584018161
ygbK,5.85554086,6.521339701,7.406941957,8.073372546
ygbL,4.073875063,5.954932262,6.312708278,7.551973014
ygbM,6.700659369,7.695756365,7.416474701,8.872422791
ygbN,6.198109917,6.371871004,8.654455478,6.228895795
ygbT,12.40634746,11.25098546,12.86855308,10.01288672
ygcB,6.344521962,6.726212256,8.318715127,5.083595525
ygcF,36.80127763,42.87323361,51.88055818,40.35103948
ygcH,14.10070006,9.966004493,11.76531005,9.957815845
ygcI,14.46225647,7.248003267,14.29978728,9.191830011
ygcJ,12.2174282,7.964838755,9.498792598,8.206991081
ygcK,12.12673679,5.627331729,8.948137954,9.039584379
ygcL,3.881520127,2.161432386,6.301054599,5.329921312
ygcM,51.56624234,59.40986285,86.59646075,64.66929584
ygcN,8.697819341,7.692456298,7.475071848,6.322996273
ygcP,9.603842189,3.775001702,6.753047863,5.98426433
ygcQ,5.291069441,5.050873357,7.027562003,5.604774397
ygcR,5.840526652,2.090770173,5.356263604,3.240709299
ygdB,4.78530545,5.329414167,10.9461168,9.01159805
ygdD,42.72939412,35.69092518,54.9338843,41.20075321
ygdE,74.4786505,83.44090955,70.0043472,71.58941176
ygdH,120.1479768,110.3130168,63.00865757,60.100427
ygdI,112.7485126,114.4421569,190.1911024,137.0711493
ygdK,119.4601928,97.9459901,91.17628586,83.84439537
ygdL,36.29004877,37.04834384,43.2016544,45.56049572
ygdQ,56.05643528,68.52103929,56.09254322,57.28801618
ygdR,69.83486858,109.2164876,104.5951523,134.3098449
ygeA,48.3640395,43.14287659,43.44818096,36.14392032
ygeD,23.43757644,25.95076547,23.04557707,23.47996778
ygeO,3.819257871,11.48451222,8.116339215,4.315413151
ygeP,18.439377,19.93200899,14.88671884,13.02175918
ygeQ,19.64683898,14.35925176,17.57774471,14.16351165
ygeR,93.40207305,61.83812312,64.41002265,65.04800338
ygeV,12.62094051,11.30590729,9.069860798,10.07536173
ygeX,5.165091597,5.90376206,7.823079674,4.799409989
ygeY,5.36964968,4.036635483,6.418738562,5.498413167
ygfA,54.52981949,77.2328217,51.95787645,50.64715079
ygfB,458.0338999,425.3038187,350.3342827,295.2815858
ygfF,10.93416568,8.767745888,21.29993591,16.98758907
ygfG,6.623934262,4.841223557,5.498664926,3.21597106
ygfH,7.260463442,9.923736725,7.987377774,7.457874248
ygfI,21.04040657,24.2408136,14.29407678,8.966389364
ygfJ,20.23217227,15.96062896,12.68966507,9.922096299
ygfK,5.565098691,5.437756566,6.368798931,6.228732824
ygfO,5.109790831,3.880087402,6.889619137,4.264589227
ygfQ,6.18451757,9.139477804,9.899204664,8.398967481
ygfS,5.32352999,13.33988331,7.365287376,2.819579758
ygfX,163.4979362,157.2177179,116.5231788,113.7714254
ygfY,259.5893788,230.0630251,216.3673163,197.9513954
ygfZ,356.912568,300.3377501,362.4388094,304.0518694
yggC,54.23346177,56.3395212,49.63584759,48.27641813
yggD,68.90839849,85.27062668,68.92522577,76.14800352
yggE,332.8661054,273.6341315,334.7907777,266.3894055
yggG,50.1605931,42.97235139,92.24716764,75.69029983
yggH,160.8926033,132.1250596,171.4773931,154.7929707
yggJ,68.45863207,69.80658885,64.16010501,62.78572412
yggL,564.2270243,402.2974291,500.0421985,402.6696175
yggN,46.55038802,61.91002791,53.42411198,47.55495388
yggP,3.310023488,4.678875349,6.763616013,5.394266438
yggR,5.307250082,7.203672972,6.314776662,6.324653677
yggS,40.61740116,29.30043874,51.29123445,46.28510147
yggT,82.06756649,81.49210023,70.12688856,63.6295111
yggU,52.55613821,59.77734654,56.4378433,40.27348201
yggV,69.02440589,67.72124265,62.57369602,62.28470672
yggW,41.78409192,40.63854075,41.05282922,33.95398949
yggX,199.2490226,191.0479122,292.3058398,202.3201714
yghA,79.05216462,50.9817179,105.6476821,81.2723953
yghB,98.11326266,87.3054939,76.61639757,79.38398646
yghD,14.5430512,12.14749151,11.53593279,11.12605122
yghF,17.6399495,14.42076775,17.28115593,10.60188006
yghG,34.83609223,26.45256667,47.67115052,27.39657363
yghJ,59.40364715,45.86589839,41.70718668,30.77037112
yghK,3.673567821,3.552942778,8.474413004,6.144271398
yghO,3.606317151,3.243991232,12.1589404,11.75425833
yghQ,5.788965021,6.107867922,6.879509433,4.303291204
yghU,91.57761019,94.0484853,117.8109573,116.3556336
yghW,361.5564118,9.437504255,10.00451535,1.595803821
yghZ,47.20030391,29.24266448,25.04876927,25.38569768
ygiA,144.6225647,102.0552184,109.8426789,103.8923315
ygiB,396.0172573,318.0438934,360.1625527,329.9324401
ygiC,129.4876452,123.609358,143.816847,146.4675755
ygiE,96.69531944,96.21864803,108.5140921,114.8978751
ygiF,49.98475739,37.99356551,42.15727575,44.47659683
ygiH,58.44576948,49.25827463,61.07610926,60.98139651
ygiN,495.8487933,503.9087986,395.1497721,404.1487164
ygiP,14.99703444,16.89647064,9.26463158,9.113014748
ygiQ,41.62784633,33.30163663,50.68233399,39.7484541
ygiS,19.83163901,22.98807006,9.407230853,10.57517756
ygiT,130.6533397,109.8182313,124.4197909,120.7007981
ygiU,162.1525726,131.7818776,105.2596282,124.5694134
ygiV,39.07504078,45.01865384,31.02021158,22.83684475
ygiW,175.5342579,179.816875,232.7768152,193.5429856
ygjD,116.1687169,131.3432545,114.9394497,111.7251527
ygjE,17.11465802,20.05082871,16.43364653,13.81285931
ygjF,191.2612025,139.3846782,206.2942905,201.2412488
ygjG,26.36509442,22.79489301,313.1135994,292.6751844
ygjH,3.908717966,4.897299505,26.39028914,20.70231984
ygjM,23.41012738,32.58994275,27.98385301,22.59382677
ygjN,39.25469614,17.25715064,25.15421003,18.23775796
ygjO,21.17823837,22.94882301,24.20089624,20.41281511
ygjP,21.95163929,29.1214417,26.58342651,30.54824458
ygjQ,5.165091597,5.490911566,5.612922899,2.984360393
ygjR,33.99709544,37.86270364,27.09282486,36.81305054
ygjV,26.52723674,25.60435937,19.57405178,12.48889947
yhaH,62.23512007,65.35084913,136.9798561,138.7564503
yhaI,5.468920515,7.61344881,10.49213039,10.94265478
yhaJ,54.41484459,46.66356619,54.28537026,45.60049448
yhaK,5.562406336,10.0666712,12.10802884,8.510953714
yhaL,45.3588953,39.53456328,50.64103771,45.95915006
yhaM,13.65144347,15.75652884,13.0768402,9.640553978
yhaO,8.205535587,8.995748736,7.265690582,7.605533106
yhaV,135.7586011,167.1716883,97.90225088,102.7903571
yhbC,301.6960787,309.6001396,303.0771856,298.7852029
yhbE,68.71817516,67.52798075,71.13769674,66.13169625
yhbG,212.8999532,190.1852097,216.4944049,218.4009197
yhbH,1108.396375,868.2503914,1060.478627,988.6004673
yhbJ,408.7490382,360.4927941,337.1626984,345.6343098
yhbN,439.6992492,327.3291798,342.6062419,325.3380694
yhbO,42.63439769,55.51216375,69.11790028,62.43005932
yhbP,30.78115398,28.15947215,36.01625527,36.22905973
yhbQ,41.88326751,59.20398709,34.70873445,37.9200908
yhbS,245.9874873,254.5429719,85.18130214,87.08529425
yhbT,486.5516285,403.8173249,142.9673828,137.0020378
yhbU,100.2992335,96.05787463,6.3643182,5.30652837
yhbV,76.26002133,82.25123162,8.194824862,8.365715596
yhbW,21.30600284,22.11072425,61.74215189,55.3971898
yhbX,8.805432908,12.03542978,6.910868169,4.946402989
yhbY,522.4121216,626.8043642,599.290887,610.4438128
yhcB,495.0332526,446.8693744,465.7741283,471.1100845
yhcC,37.78847659,34.48646716,8.984700239,8.895319365
yhcD,8.333101179,7.987409142,9.495469483,8.778930846
yhcF,20.87647901,22.74478013,19.08811297,22.43473155
yhcG,6.923420652,3.855320887,7.279881384,7.333906924
yhcH,41.28740961,32.73291798,40.89587695,34.59290864
yhcM,63.75316517,56.86598308,60.6656782,53.57826447
yhcN,39.44251765,18.53182654,90.586339,74.85770653
yhcO,27.41471694,25.88572596,52.24335929,60.6054726
yhdA,86.17001345,78.41734602,54.62743715,62.03656525
yhdE,155.5788196,101.581864,117.6288472,133.0803672
yhdH,127.4903532,134.9243685,69.89000509,56.32941981
yhdJ,5.147582812,4.91390052,7.650910723,5.1931243
yhdL,54.97638591,34.7507006,55.2578163,48.26760051
yhdN,92.59371522,63.34637002,81.98822337,92.79015391
yhdP,35.95588626,33.75155428,30.51100815,28.59599839
yhdT,12.05188039,13.42222827,10.67148304,8.510953714
yhdU,14.46225647,6.040002723,5.602528597,6.383215285
yhdV,55.69923101,58.76759406,64.89415363,45.54510366
yhdW,9.925077971,12.43529972,16.94882601,16.52126309
yhdX,5.505935205,9.657872374,8.653651858,8.748569173
yhdY,1.768482449,5.908698316,6.655177604,3.122224868
yhdZ,13.29041356,3.581029282,11.95796618,11.50492557
yheL,90.38910295,84.93753829,101.0456051,108.5146599
yheM,36.15564118,54.36002451,38.01715834,39.57593477
yheN,139.5775915,134.8465724,121.3570978,99.75629469
yheO,200.2812489,162.4033927,156.0206245,147.4761108
yheS,109.4869887,88.32793951,96.57023095,84.04233291
yheT,52.48399526,39.8533904,57.31619118,53.01250935
yheU,115.8961649,116.6630663,133.5397227,103.8802707
yheV,33.99709544,43.2716613,98.91031297,88.03120782
yhfA,147.8363995,150.3289567,161.49511,122.5577335
yhfG,125.8991077,97.07147233,90.04063817,99.85172482
yhfK,45.02692547,51.6975982,40.82869831,44.14526063
yhfL,7.747637396,9.707147233,5.145179324,4.103495541
yhfS,4.794118168,9.009948813,9.816585229,7.405940386
yhfT,3.490889493,4.165519119,6.292495173,6.691370506
yhfU,12.86895703,24.5695026,10.17408341,9.087967525
yhfZ,7.542401968,10.2000046,3.975304113,6.340942337
yhgA,12.21641118,18.55290939,17.04523571,16.20857397
yhgE,17.54334589,15.75652884,16.53615894,11.58969871
yhgF,146.1640843,113.7767955,100.8206973,87.48468701
yhgG,70.02295064,61.92914184,71.72857589,80.47699271
yhgN,27.39063726,21.04849434,31.77191542,36.36498405
yhhA,110.6805342,102.3102502,135.5713917,148.5074577
yhhF,70.31272933,50.99097776,56.95032659,53.50353315
yhhJ,38.46960222,40.5888183,41.36266827,45.1420985
yhhK,38.98030065,49.54689734,41.64379515,35.90558598
yhhL,39.7712053,38.25335058,36.28304234,34.89491023
yhhM,40.67509633,54.36002451,48.82203492,50.42740075
yhhN,66.42950341,74.56079916,74.44508266,76.59858343
yhhP,113.757993,132.5854256,118.8829239,113.029617
yhhQ,14.65769237,17.14054827,38.93649218,30.36340244
yhhS,26.98315093,29.90247653,32.17215577,34.14862956
yhhT,26.96177814,23.29715336,22.50158424,22.54186884
yhhW,61.71393926,42.17588108,50.09157342,50.1852788
yhhX,174.9264258,129.8775152,104.7871781,102.7217997
yhhY,23.95588495,24.45645274,25.33658857,21.14684818
yhiD,284.2235126,380.8557272,144.5096662,190.4325893
yhiF,197.9368153,189.3899159,79.22219614,99.53488242
yhiI,144.1147608,129.7921933,123.9660621,118.7708372
yhiJ,7.21776201,5.358967296,5.858466661,4.389197941
yhiM,86.2172982,117.7026172,63.34482883,86.20068505
yhiN,36.78678704,23.94913798,35.32766518,28.65283669
yhiO,79.41328331,113.2500511,151.7827901,183.2894675
yhiP,29.4410221,25.14613379,44.19954048,41.58208815
yhiQ,41.48535721,44.03667324,54.71792301,53.71056049
yhiR,113.8709696,104.464104,91.42916521,80.9600686
yhjA,17.22436125,15.94249646,9.068470568,4.766864634
yhjB,12.95127445,12.62090121,21.98006955,23.24633626
yhjC,30.46447544,28.52223508,25.34477222,26.0056919
yhjD,52.62892148,54.14558654,77.14724501,75.01222223
yhjE,63.94875311,56.29118184,316.44214,296.1464507
yhjG,38.08881853,44.51447093,52.39358907,62.09798454
yhjH,146.5998264,272.5079353,161.1352254,280.9612103
yhjJ,88.25164521,76.98280024,81.60797453,79.2081544
yhjK,28.70201669,26.20431951,33.0241356,32.28924901
yhjR,30.99054958,14.38095886,76.22487887,49.84987175
yhjV,47.07055173,37.60756412,34.77040996,26.01461324
yhjX,6.728717341,4.945907937,12.86933191,10.26383004
yhjY,50.74203719,53.66011003,63.47929398,70.35234701
yiaC,81.1657251,81.35513872,64.68225436,77.11966222
yiaD,27.11673089,28.82728572,32.96033058,27.85403034
yiaF,339.5884273,353.2254757,270.0965866,266.6406385
yiaG,190.0966701,207.3526708,337.6369222,316.6601232
yiaH,9.801228031,8.186750679,10.84826966,7.152277368
yiaI,59.03895838,59.63546992,28.87379114,29.08806966
yiaJ,62.85715711,67.86999526,57.69388358,55.21594
yiaT,7.904472161,5.868828557,12.05402336,7.442777337
yiaU,12.68228645,7.80554198,14.7758996,10.84164565
yibA,33.58228594,23.21424534,36.22987481,22.62520436
yibD,5.973540717,5.777393909,8.769175195,6.882771264
yibF,23.5100721,34.81183835,96.98958725,94.71056374
yibH,7.15481026,4.302904314,8.36261336,6.871640729
yibI,5.378525134,2.995042673,6.34997338,8.229599872
yibJ,14.3695497,17.81026444,11.90280801,14.73049681
yibK,39.13047242,45.8734384,38.29576509,45.57130913
yibL,111.1561861,122.7967496,108.7432941,89.25950631
yibN,317.8683454,283.1251276,303.8037829,297.3514454
yibQ,53.21658436,49.83002246,49.22221553,50.0284498
yibT,306.8064409,178.6115091,248.3406554,236.3613431
yicC,201.8689966,215.804264,205.2593066,188.0388836
yicE,69.89571151,94.89573243,100.9076117,103.5071375
yicG,7.898076957,12.31456866,6.527217783,5.949404538
yicH,89.62793156,76.61266612,76.4976837,82.24268957
yicI,8.278846687,10.54851705,10.43679325,9.215612236
yicL,61.98109917,68.24418661,125.3552781,119.3744157
yicM,4.319479256,6.81504732,19.12367536,16.77712336
